Compound Number,GroupID,GroupMembers,row ID,row m/z,row retention time,Dta-ap,Dbh-w,Dax-tl,Dgr-ap,Dfe-w,Dgem-w,Dgi-w,Dac-tl,Dyu-w,Dau-tl,Dre-tl,Dpa-tl,Dpe-w,Dat-ls,Dki-w,Dho-w,Dde-w,Dod-fr,Dod-b,Dod-l,Dod-r,Dod-s,Dje-fr,Dje-ft,Dge-fr,Dps-fr,Dps-ft,Dpo-fr,Dpo-l,Dpo-s,Wdo-w,Wla-w,Wsc-w,Wpi-w,Wli-w,Wpa-w,Win-l,Win-s,Wca-w,Wal-w,Wli-ap,Wli-r,Wst-w,Wnu-w,Wlu-w,Wmi-tl,Wde-w,Wtr,Ega-w,Eal-w,Ech-ft,Ech-b,Ech-l,Ech-s,Ech-fr,Sch-r,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,R3_id,R4_id,R5_id,R6_id,R7_id,R8_id,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score,Confidence Level
717,311,"[87,359]",87,753.3265,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8170081.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C44H48O11,possibly undescribed,none,[M+H]+,"359, 87",21,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,3,"C7,C10",C10*1+C7*2,"benzoyl(0.14),feruloyl(0.04),5-pheny-2-4-pentadienoyl(3.10)","benzoyl,feruloyl",A1,B1,C2,none,R92,R95,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)C=Cc7c(OC)c(O)ccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129713,C37H38O12,674.699,Top1,1,Low Confidence
718,375,[4120],4120,615.3528,12.6,0,0,0,0,0,0,0,0,7821599.119,0,0,0,599607.6884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792206.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800000,17,0,D,C35H50O9,possibly known,stelleralide I,[M+H]+,none,11,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,3,"C2,C11",C2*2+C11*1,"nonatrienoyl(0.05),pentadecadienoyl(1.40),4-oxo-2-pentadecenoyl(1.40)",acyl,A1,B1,C2,none,R1,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008045,C22H28O9,436.457,Top3,0.772,Low Confidence
719,457,[10358],10358,845.4673,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024272.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C46H68O14,possibly undescribed,none,[M+H]+,none,13,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,3,"C7,C9,C10",C9*1+C10*1+C7*1,hexadecanoyl(0.03),benzoyl,A1,B1,C2,none,R92,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008136,C27H30O9,498.528,Top1,1,Low Confidence
720,549,[10],10,637.3366,12.6,0,2830324.419,0,0,1902678.706,1457121.956,7999909.393,5415838.301,2862819.59,0,0,107000000,0,1351099.211,0,913784.873,11100000,0,8365641.525,0,1542323.237,0,0,47400000,0,0,265000000,0,0,0,0,7213201.568,211000000,0,32100000,0,0,0,0,0,400292.9101,33700000,0,0,5138474.775,0,78600000,0,0,0,0,0,0,0,4164808.11,0,19,0,D,C37H48O9,possibly known,wikstroemia factor M1/M2,[M+H]+,none,14,"1,2-en-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C17,C17*1,"benzoyl(0.41),decadienoyl(14.00),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.06)",none,A3,B1,C1,none,none,none,none,,,,,,A3B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(O)C1(O)C2O,PD00000003,C21H28O8,408.447,Top2,0.733,Low Confidence
721,560,[1123],1123,743.4146,12.6,0,0,0,0,0,0,180077.0941,5509109.646,0,0,1076717.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C45H58O9,possibly undescribed,none,[M+H]+,none,17,"1,2-en-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,3,"C7,C11",C7*2+C11*1,benzoyl(0.09),benzoyl,A3,B1,C1,none,R92,none,none,,,,,,A3B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(O)C1(O)C2O,PD00007848,C27H32O8,484.545,Top1,1,Low Confidence
722,561,[1356],1356,792.4679,12.6,0,0,0,0,0,0,0,1942589.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C46H65O10N1,possibly undescribed,none,[M+NH4]+,none,15,"1,2-en-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,3,"C7,C9,C10",C9*1+C10*1+C7*1,benzoyl(0.02),benzoyl,A3,B1,C1,none,R92,none,none,,,,,,A3B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(O)C1(O)C2O,PD00007848,C27H32O8,484.545,Top1,1,Low Confidence
723,584,[11581],11581,918.5344,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700000,0,0,0,0,0,0,0,0,0,7,0,D,C35H83O25N1,possibly undescribed,none,[M+NH4]+,none,-5,"1,2-en-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C15,C15*1,"benzoyl(0.09),feruloyl(0.05),benzoyl(0.50),octadecatrienoyl(0.12)",none,A3,B1,C1,none,none,none,none,,,,,,A3B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(O)C1(O)C2O,PD00000003,C21H28O8,408.447,Top2,0.957,Low Confidence
724,28,[10941],10941,737.3522,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5472850.553,0,0,0,0,0,0,0,9,MD,C41H52O12,possibly undescribed,none,[M+H]+,none,16,bicyclo [2.2.1] heptane ring,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,C14 ring with an olenfinic,2,"C2,C5",C2*1+C5*1,others,"acyl,2-methylbutyryl",A11,B1,C2,M7,R1,R4,none,none,none,none,none,none,A11B1C2M7,,,,0,Top1,1,Low Confidence
725,163,[3529],3529,547.3267,12.7,0,0,0,0,0,0,0,0,0,514527.2327,182611.1696,1657014.298,32800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8159498.951,0,0,0,0,0,0,0,18300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955382.323,15,0,D,C31H46O8,possibly known,(DA05)std_daphnepedunin I,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C11,C11*1,"undecanoyl(0.27),undecanoyl(0.21)",undecanoyl,A1,B1,C1,none,R10,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(CCCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007574,C31H46O8,546.701,Top1,1,High Confidence
726,168,[3571],3571,648.3739,12.7,0,0,0,0,0,0,0,0,0,0,0,0,12200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4929925.761,951629.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,D,C35H53O10N1,possibly undescribed,none,[M+NH4]+,none,10,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C15,C15*1,8-9-epoxy-2-4-6-undecatrienoyl(0.04),none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
727,177,[3647],3647,662.39,12.7,0,0,0,0,0,0,0,0,0,0,0,0,3450406.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3766318.71,170986.8416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C36H55O10N1,possibly undescribed,none,[M+NH4]+,none,10,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C16,C16*1,octatrienoyl(0.02),none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
728,224,[6045],6045,571.3268,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504155.474,0,0,0,0,0,0,0,3272188.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,D,C33H46O8,possibly undescribed,none,[M+H]+,none,11,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C13,C13*1,"tridecadienoyl(0.32),4-oxo-2-tridecenoyl(0.32)",tridecadienoyl,A1,B1,C1,none,R40,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(C=CC=CCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007604,C33H46O8,570.723,Top1,1,High Confidence
729,56,[702],702,653.3311,12.8,0,0,0,0,0,0,0,0,0,0,7214352.548,0,8301297.858,0,0,0,0,0,0,0,0,0,0,0,0,0,2308293.366,0,0,0,0,0,784387.6074,0,0,0,1184913.263,0,0,0,846199.6876,0,0,0,0,0,213525.4664,0,0,0,0,0,0,0,0,0,13,0,D,C37H48O10,possibly undescribed,(DA19)std_daphneodorin H isomer,[M+H]+,none,14,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C17,C17*1,"benzoyl(0.18),decanoyl(0.17),benzoyl(0.59)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top2,0.434,Low Confidence
730,298,[11822],11822,823.463,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7165694.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,D,C47H66O12,possibly undescribed,none,[M+H]+,none,15,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,3,"C7,C10",C10*2+C7*1,"benzoyl(0.14),nonanoyl(0.03),feruloyl(0.04),decadienoyl(1.70),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.20)","benzoyl,decadienoyl",A1,B1,C1,none,R92,R37,none,,,,,,A1B1C1,c7ccccc7C(=O)OCC12OC1C1C3OC4(C=CC=CCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00267630,C37H44O9,632.75,Top2,0.971,Low Confidence
731,309,[74],74,729.3262,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8510421.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C42H48O11,possibly undescribed,none,[M+H]+,none,19,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,C11,C11*2,"benzoyl(0.15),feruloyl(0.05),benzoyl(1.50)",none,A1,B1,C2,none,none,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000006,C21H26O8,406.431,Top1,1,Low Confidence
732,466,"[294,861]",294,637.3367,12.8,242000000,11700000,0,51600000,20900000,6661273.781,18400000,37200000,15000000,1911421.884,121000000,172000000,0,6981490.801,0,310348.6649,12700000,0,0,0,8009436.112,0,0,1258621.222,30200000,0,0,0,0,0,2035023.615,791724.5089,0,0,19400000,0,0,2735805.675,0,0,527000000,27600000,458285.0723,0,3541169.138,0,0,0,0,0,0,0,0,0,5624813.145,0,14,0,D,C37H48O9,possibly known,wikstroemia factor M1/M2,[M+H-H2O]+,"294, 861",14,"1,2-en-3-one","5-ol-6,7-diol","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C17,C17*1,"benzoyl(2.48),decanoyl(1.19),decadienoyl(98.00)",none,A1,B2,C1,none,none,none,none,,,,,,A1B2C1,OCC1(O)C(O)C2C3OC4OC3(C(=C)C)CC(C)C2(O4)C2C=C(C)C(=O)C2(O)C1O,PD00000081,C21H28O9,424.446,Top2,0.804,Low Confidence
733,707,[5156],5156,637.2255,12.8,0,0,0,0,0,0,0,0,0,0,169595.3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543901.7094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,D,C16H44O25,possibly undescribed,none,[M+H]+,none,-5,"1,2-dihydro-3-ol","5-ol-6,7-diol","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C-4,C-4*1,"benzoyl(0.44),nonanoyl(0.05),decanoyl(0.17),decadienoyl(16.00),8-methoxy-9-hydroxy-2-4-6-dodecatrienoyl(0.04)",none,A4,B2,C1,none,none,none,none,,,,,,A4B2C1,OCC1(O)C(O)C2C3OC4OC3(C(=C)C)CC(C)C2(O4)C2CC(C)C(O)C2(O)C1O,PD00000084,C21H32O9,428.478,Top1,1,Low Confidence
734,45,[160],160,719.3421,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088988.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,D,C41H50O11,possibly undescribed,none,[M+H]+,none,17,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,"C10,C11",C10*1+C11*1,"acyl(0.06),5-pheny-2-4-pentadienoyl(1.40)","5-pheny-2-4-pentadienoyl,5-pheny-2-4-pentadienoyl",A1,B1,C1,none,R96,R96,none,,,,,,A1B1C1,c7ccccc7C=CC=CC(=O)OCC12OC1C1C3OC4(C=CC=Cc6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00269404,C42H42O9,690.789,Top2,0.884,Low Confidence
735,110,[1961],1961,691.3472,12.9,9611270.006,131000000,0,0,14400000,0,5642409.573,0,290736.4601,0,2317105.093,10000000,0,9192250.971,946888.1253,0,0,0,0,0,5501202.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C40H50O10,possibly undescribed,none,[M+H]+,none,16,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,C10,C10*2,6-methoxy-2-4-decadienoyl(0.20),"6-methoxy-2-4-decadienoyl,6-methoxy-2-4-decadienoyl",A1,B1,C1,none,R65,R65,none,,,,,,A1B1C1,CCCC(OC)C=CC=CC(=O)OCC12OC1C1C3OC4(C=CC=CC(OC)CCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00268877,C40H54O11,710.861,Top3,0.129,Low Confidence
736,398,[5712],5712,515.3369,12.9,0,0,0,0,0,428299.8183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3422842.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C31H46O6,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,1,C11,C11*1,"undecanoyl(0.20),undecanoyl(0.11)",undecanoyl,A1,B1,C2,none,R10,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(CCCCCCCCCC)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008054,C31H46O9,562.7,Top1,1,Low Confidence
737,417,[8876],8876,515.3014,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193364.5705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C30H42O7,possibly undescribed,none,[M+H]+,none,10,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,1,C10,C10*1,"undecanoyl(0.20),undecanoyl(0.11)",none,A1,B1,C2,none,none,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000006,C21H26O8,406.431,Top1,1,Low Confidence
738,516,[3545],3545,587.3571,12.9,0,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4896463.978,0,1453877.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415737.315,5765724.807,0,0,0,484561.3319,0,14,0,D,C34H50O8,possibly undescribed,none,[M+H]+,none,10,"1,2-dihydro-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C14,C14*1,"hexadienoyl(0.42),tetradecadienoyl(5.40)",tetradecadienoyl,A2,B1,C1,none,R41,none,none,,,,,,A2B1C1,OCC12OC1C1C3OC4(C=CC=CCCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(=O)C1(O)C2O,PD00007701,C34H50O8,586.766,Top1,1,High Confidence
739,299,"[11798,11823]",11823,768.4664,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C44H65O10N1,possibly undescribed,none,[M+CH3NH2+H]+,"11798, 11823",13,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C24,C24*1,"benzoyl(0.08),feruloyl(0.03),decadienoyl(1.20),4-oxo-2-decenoyl(1.20)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
740,68,[998],998,643.3468,13.1,0,0,0,0,0,0,0,18600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400000,800000000,644000000,0,0,0,0,190181.5228,0,4796218.728,0,11700000,4276296.357,0,0,0,1287474.829,0,0,0,0,0,0,0,0,0,0,0,574000000,17,0,D,C36H50O10,possibly known,(DA15)std_wikstroelide A,[M+H]+,none,12,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C16,C16*1,"acyl(0.54),hexadienoyl(2.50),tetradecadienoyl(24.00)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top3,0.914,Low Confidence
741,174,[3611],3611,585.3415,13.1,0,0,0,0,0,0,0,0,0,0,0,0,4041323.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149600.055,9191623.067,4417567.929,0,0,0,0,0,0,944228.6239,10700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3878499.73,16,0,D,C34H48O8,possibly undescribed,(DA06)std_huratoxin isomer,[M+H]+,none,11,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C14,C14*1,"decatrienoyl(0.06),tetradecadienoyl(1.50),4-oxo-2-tetradecenoyl(1.50)",tetradecadienoyl,A1,B1,C1,none,R41,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(C=CC=CCCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007605,C34H48O8,584.75,Top1,1,High Confidence
742,362,[2959],2959,693.3631,13.1,0,7549482.4,0,0,0,0,0,0,0,0,0,1394748.929,0,147415.4692,0,0,0,0,11200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C40H52O10,possibly undescribed,none,[M+H]+,none,15,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,C10,C10*2,hexadienoyl(0.03),none,A1,B1,C2,none,none,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000006,C21H26O8,406.431,Top1,1,Low Confidence
743,730,[634],634,759.3738,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309932.9274,290418.7818,0,710156.2671,0,0,0,0,0,0,0,0,0,11200000,17200000,0,0,0,0,0,2432647.864,0,0,0,0,0,0,0,0,0,0,0,9414671.638,10,18,MD,C44H54O11,possibly undescribed,none,[M+H]+,none,18,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,3,C5,C5*3,"benzoyl(0.10),benzoyl(0.52)","2-methylbutyryl,2-methylbutyryl,2-methylbutyryl",A6,B1,C1,M1,R4,R4,R4,none,none,none,none,none,A6B1C1M1,,,,0,Top3,0.883,Low Confidence
744,89,[1267],1267,777.4197,13.2,11600000,0,0,0,0,0,239886.7956,2091827.905,0,0,12300000,0,0,0,0,0,0,0,0,0,0,0,0,0,157142.4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,D,C45H60O11,possibly undescribed,none,[M+H]+,none,16,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,3,"C7,C11",C7*2+C11*1,"benzoyl(0.06),feruloyl(0.09),benzoyl(0.41),octadecatrienoyl(0.19)",benzoyl,A1,B1,C1,none,R92,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007656,C27H30O8,482.529,Top1,1,Low Confidence
745,685,[11893],11893,807.4308,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3612618.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,D,C46H62O12,possibly undescribed,none,[M+H]+,none,16,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,3,"C7,C9,C10",C9*1+C10*1+C7*1,decatrienoyl(0.69),"benzoyl,decatrienoyl",A4,B1,C1,none,R92,R48,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(C=CC=CC=CCCC)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00021456,C37H46O9,634.766,Top1,1,Low Confidence
746,771,[6075],6075,657.3624,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116997.217,0,414458.8623,3024130.637,0,0,0,0,0,0,926929.3481,0,0,0,0,0,0,0,0,0,0,0,0,9,MD,C37H52O10,possibly undescribed,none,[M+H]+,none,12,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with no substituent,1,C7,C7*1,"benzoyl(0.06),benzoyl(0.05)",benzoyl,A6,B1,C1,M2,R92,none,none,none,none,none,none,none,A6B1C1M2,c8ccccc8C(=O)OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C2O)C6C1(O4)C(C)CC3(C(=C)C)O5,PD01130553,C37H48O9,636.782,Top1,1,Low Confidence
747,822,[6013],6013,621.3414,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5776624.068,0,0,0,0,0,0,0,0,1008552.748,0,0,0,0,0,0,0,0,0,3716890.127,0,0,7565000.676,0,0,542605.4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6615142.603,9,11,MD,C37H48O8,possibly undescribed,none,[M+H]+,none,14,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with no substituent,1,C7,C7*1,"benzoyl(0.20),benzoyl(0.15)",benzoyl,A8,B1,C1,M2,R92,none,none,none,none,none,none,none,A8B1C1M2,OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(OC(=O)c8ccccc8)C(O)(C2O)C6C1(O4)C(C)CC3(C(=C)C)O5,PD01124479,C37H50O9,638.798,Top1,1,High Confidence
