row ID,row m/z,row retention time,Dta-ap Peak area,Dbh-w Peak area,Dax-tl Peak area,Dgr-ap Peak area,Dfe-w Peak area,Dgem-w Peak area,Dgi-w Peak area,Dac-tl Peak area,Dyu-w Peak area,Dau-tl Peak area,Dre-tl Peak area,Dpa-tl Peak area,Dpe-w Peak area,Dat-ls Peak area,Dki-w Peak area,Dho-w Peak area,Dde-w Peak area,Dod-fr Peak area,Dod-b Peak area,Dod-l Peak area,Dod-r Peak area,Dod-s Peak area,Dje-fr Peak area,Dje-ft Peak area,Dge-fr Peak area,Dps-fr Peak area,Dps-ft Peak area,Dpo-fr Peak area,Dpo-l Peak area,Dpo-s Peak area,Wdo-w Peak area,Wla-w Peak area,Wsc-w Peak area,Wpi-w Peak area,Wli-w Peak area,Wpa-w Peak area,Win-l Peak area,Win-s Peak area,Wca-w Peak area,Wal-w Peak area,Wli-ap Peak area,Wli-r Peak area,Wst-w Peak area,Wnu-w Peak area,Wlu-w Peak area,Wmi-tl Peak area,Wde-w Peak area,Wtr Peak area,Ega-w Peak area,Eal-w Peak area,Ech-ft Peak area,Ech-b Peak area,Ech-l Peak area,Ech-s Peak area,Ech-fr Peak area,Sch-r Peak area
8904,698.3162308,9.268674775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314469.536,1231926.96,6.34E+07,0,0,0,0,0,4054202.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8905,502.1704559,1.6869099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8906,650.4383301,9.64673756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640210.5509,0,784210.9159,0,0,817133.8587,0,1691512.852,0,0,0
8907,770.3368301,8.1700062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225679.6141,0,4543564.684,1087088.297,2.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8908,482.2018585,2.2502731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484908.356,1.55E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8909,740.3268127,7.9665232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728392.8156,2.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8910,904.3588257,2.0371226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8911,703.1469116,0.75869325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8912,417.1179581,2.03045095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6667799.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533417.453,0,0
8913,642.303421,1.63444765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8468828.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67E+07,0,0,0,0,0
8914,531.1497498,1.5259101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6439616.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8915,454.2923737,5.91504005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731525.942,0
8916,480.1860046,2.0075066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5676974.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8917,730.5450806,13.6323588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862774.5459,5804886.977,0,2.41E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451595.225,0,0,0,0,0,326183.0151,0,0,0
8918,452.5185852,13.869408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8919,624.3734131,12.542703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3587997.565,1.08E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8920,707.30513,9.77457755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155619.1199,1.53E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8921,770.5372111,12.88940889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640115.449,1864323.522,0,1.00E+07,0,0,0,2250257.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980387.857,7182189.913,0,3157047.829,0,3581159.331,0,0,0,0,2563810.299,0
8922,907.4468384,13.402578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6776647.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8923,712.3314718,9.273216033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2336254.617,0,8634589.987,0,0,0,0,0,537319.6291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8924,552.3288574,2.6040352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5836258.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8925,753.3101654,8.0809273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893360.1103,0,1.05E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8926,594.2543793,2.15401855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189954.346,7398369.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8927,607.3469238,13.334033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7506731.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8928,514.4100037,14.870274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461269.101,9773513.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8929,362.2533095,6.282875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5840581.767,2513599.419,0,1.22E+07,0,0,0,451884.5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56E+07,1.17E+07,0,0,0,1.57E+07,0,0,525529.5083,769365.0135,0,0
8930,681.2893982,9.1663956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8931,710.3158264,7.88202585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666188.7375,0,6959656.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8932,468.1860886,1.74978165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124673.864,7746714.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8933,822.3087565,5.17671835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5846822.168,0,0,0,2769211.977,0,0,2204158.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525177.068,0,0,2175685.425,0,0,4992293.482,0,0,0
8934,687.2797241,10.43443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5983873.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8935,355.1240387,5.7272662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4691926.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8936,723.2995605,7.8589834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8937,661.2633972,9.6491641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6749237.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8938,536.1914063,2.6725234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5548351.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8939,751.2946777,5.3479541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8940,355.124176,5.5708273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3886866.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8941,351.2162598,3.86733522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181465.126,4523738.225,0,0,0,869842.7659,0,292942.6462,215955.5762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8942,738.3479614,10.108606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396708.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8943,696.3006592,8.4836502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8880395.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8944,399.3617249,14.941421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6259326.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8945,738.3113708,7.2020979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7529047.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8946,536.1914978,1.054003067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455543.587,8223354.204,0,0,0,859176.3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8947,360.3256683,14.5433025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4717985.732,0,0,0,0,0,3461286.688,2422707.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779559.0288,0,0,0
8948,753.3109741,6.2893511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9300780.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8949,652.3321838,3.7588144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8950,617.2577413,5.5378134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3094821.664,0,0,0,0,0,0,0,0,0,1736841.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10E+07,0,0,0,0,0,0,0,0,0
8951,703.1474609,0.99601237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6644062.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8952,418.2797302,3.8145656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109258.613,9135467.021,0,0,0,3064704.332,0,0,2317150.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939101.303,0,0,0
8953,595.4201813,8.31159095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3926898.164,0,0,0,0,0,321242.0646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8954,409.3456512,14.8887784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5998723.973,4706748.714,0,0,0,3953843.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20E+07,0,231059.2019,0
8955,476.1698914,1.4664075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4211605.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8956,430.279363,6.950209533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7772168.676,0,0,0,222792.1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000131.807,0,0,0
8957,684.3201294,2.9583452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3798542.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8958,768.3220978,7.4187173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142594.2384,0,0,0,6674999.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8959,721.2840576,5.132739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8513944.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8960,590.3894246,5.2519589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9696901.086,0,0,0,975491.6162,0,0,1981344.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8961,880.4895935,14.708963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570715.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8962,887.3327637,2.0075066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3855439.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8963,723.3001709,5.9438557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8659531.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8964,751.2955627,4.2079363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970523.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8965,584.3187866,1.3969282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4710156.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8966,782.3373108,6.88533595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966563.9541,0,0,0,2480538.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8967,733.2854004,5.6329911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653818.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8968,770.2644043,2.1604847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841300.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8969,733.2843933,8.6141524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047658.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8970,444.2950134,6.95512045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5019059.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369476.1554,0,0,0,0,0,0,0,0,0,0
8971,693.453476,14.63269775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7593238.042,0,0,0,4785763.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310383.046,0,0,0,0,0,818754.2707,0
8972,493.102829,3.6688087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518832.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8973,656.1965485,1.9038013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412904.6906,4070544.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8974,684.3207092,3.2843888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2984056.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8975,401.2889686,6.942142185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112204.568,0,0,0,2165998.279,0,415845.9703,2804683.453,0,0,0,0,0,0,0,0,0,1559019.883,0,0,0,0,0,0,0,0,1772282.3,4619765.521,840310.0231,0,7614828.36,1159843.579,0,0,567757.4781,1746344.36,1026143.044,0
8976,561.3760315,14.4438174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195404.356,3202636.237,0,0,0,1.36E+07,0,634990.5753,0,0,0,0,0,0,0,0,0,0,610750.9326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8977,721.2841797,4.046248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166667.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8978,570.4354994,14.43081533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603686.3382,0,0,3077051.821,0,0,0,5.76E+07,0,0,3.51E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164483.775,0,458355.318,0,0,0,2.20E+07,9199322.245,942519.7407,0
8979,480.1863251,1.8791884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510251.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8980,752.3261719,6.6697437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963191.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8981,703.2752075,8.52708665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188119.814,0,0,0,0,0,0,0,0,0,1741446.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8982,719.2676392,5.5708273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978132.5899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8983,736.3315735,8.7751896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2543459.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8984,920.3539429,1.2586293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250729.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8985,524.249115,4.5232987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497024.71,2034845.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8986,351.2163925,4.2561679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578738.863,785455.6643,0,0,0,573339.7912,0,0,222465.4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8987,376.2691498,6.33232177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7290683.981,4556508.377,0,4891131.183,0,0,0,981764.0579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E+07,2763231.211,0,0,0,1250102.037,0,1303667.167,8188591.516,4790408.429,0
8988,504.295166,6.68073845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5555876.991,0,0,0,914668.7395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8989,495.234848,6.1944093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066894.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8990,594.2896729,4.9781305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357457.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8991,703.2741699,5.4100026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709485.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8992,401.2524719,3.318593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1766138.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8993,656.1968994,1.6869099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164059.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8994,770.2640076,1.9089335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695067.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8995,740.3491516,3.318593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793007.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8996,466.5346031,14.36197975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084220.43,975148.4398,0,2.01E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018142.549,0,0,0,0,0,0,0,0,0,0,0
8997,473.2533671,6.516710267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4132819.102,0,0,0,1347832.098,0,0,380266.9815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8998,722.459137,8.9080661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2362565.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8999,432.2957873,3.847548714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309340.756,4377212.482,0,0,0,2599008.422,0,435576.1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307113.982,0,0,0,0,0,0,4508587.633,147524.4248,0,0
9000,755.4362793,14.315754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147430.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9001,436.2900162,4.725488125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133910.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921489.0906,0,0,0,161761.0245,0,0,494414.5593,0,0,0
